

     H1(P,E+NU)H2        
    t9       reaction rate
  3.500        3.01E+03
  4.000        3.57E+03
  5.000        4.54E+03
  6.000        5.27E+03
  7.000        5.78E+03
  8.000        6.07E+03
  9.000        6.17E+03
 10.000        6.09E+03


 



     MG25(P,G)AL26G                          
    t9       reaction rate
  0.004        7.87E-50
  0.005        1.50E-45
  0.006        2.00E-41
  0.007        4.32E-37
  0.008        8.34E-34
  0.009        2.94E-31
  0.010        3.15E-29
  0.011        1.43E-27
  0.012        3.38E-26
  0.013        4.90E-25
  0.014        4.88E-24
  0.015        3.68E-23
  0.016        2.31E-22
  0.018        6.97E-21
  0.020        1.65E-19
  0.025        8.17E-17
  0.030        5.43E-15
  0.040        9.61E-13
  0.050        2.13E-11
  0.060        2.12E-10
  0.070        1.56E-09
  0.080        8.53E-09
  0.090        3.35E-08
  0.100        1.00E-07
  0.110        2.43E-07
  0.120        5.22E-07
  0.130        1.13E-06
  0.140        2.85E-06
  0.150        8.54E-06
  0.160        2.68E-05
  0.180        2.18E-04
  0.200        1.25E-03
  0.250        3.01E-02
  0.300        2.57E-01
  0.350        1.21E+00
  0.400        3.90E+00
  0.450        9.80E+00
  0.500        2.06E+01
  0.600        6.38E+01
  0.700        1.45E+02
  0.800        2.71E+02
  0.900        4.46E+02
  1.000        6.67E+02
  1.250        1.41E+03
  1.500        2.36E+03
  1.750        3.45E+03
  2.000        4.64E+03
  2.500        7.15E+03
  3.000        9.65E+03
  3.500        1.21E+04
  4.000        1.43E+04
  5.000        1.81E+04
  6.000        2.11E+04
  7.000        2.31E+04
  8.000        2.43E+04
  9.000        2.47E+04
 10.000        2.44E+04


 



     MG25(A,G)SI29                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        2.14E-50
  0.050        1.30E-45
  0.060        5.72E-42
  0.070        4.63E-39
  0.080        1.16E-36
  0.090        1.23E-34
  0.100        6.80E-33
  0.110        2.27E-31
  0.120        5.05E-30
  0.130        8.06E-29
  0.140        9.80E-28
  0.150        9.47E-27
  0.160        7.52E-26
  0.180        2.93E-24
  0.200        6.83E-23
  0.250        3.69E-20
  0.300        4.39E-18
  0.350        1.96E-16
  0.400        4.45E-15
  0.450        6.17E-14
  0.500        5.88E-13
  0.600        2.37E-11
  0.700        4.42E-10
  0.800        4.86E-09
  0.900        3.63E-08
  1.000        2.02E-07
  1.250        6.08E-06
  1.500        7.80E-05
  1.750        5.79E-04
  2.000        2.94E-03
  2.500        3.58E-02
  3.000        2.26E-01
  3.500        9.36E-01
  4.000        2.90E+00
  5.000        1.58E+01
  6.000        5.30E+01
  7.000        1.30E+02
  8.000        2.59E+02
  9.000        4.34E+02
 10.000        6.34E+02


 



     MG25(A,N)SI28                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        4.02E-47
  0.050        2.47E-42
  0.060        1.11E-38
  0.070        9.08E-36
  0.080        2.30E-33
  0.090        2.47E-31
  0.100        1.38E-29
  0.110        4.67E-28
  0.120        1.05E-26
  0.130        1.70E-25
  0.140        2.08E-24
  0.150        2.03E-23
  0.160        1.63E-22
  0.180        6.47E-21
  0.200        1.54E-19
  0.250        8.66E-17
  0.300        1.07E-14
  0.350        4.97E-13
  0.400        1.17E-11
  0.450        1.67E-10
  0.500        1.64E-09
  0.600        7.01E-08
  0.700        1.38E-06
  0.800        1.59E-05
  0.900        1.24E-04
  1.000        7.25E-04
  1.250        2.39E-02
  1.500        3.33E-01
  1.750        2.65E+00
  2.000        1.43E+01
  2.500        1.93E+02
  3.000        1.31E+03
  3.500        5.77E+03
  4.000        1.87E+04
  5.000        1.09E+05
  6.000        3.79E+05
  7.000        9.67E+05
  8.000        2.00E+06
  9.000        3.60E+06
 10.000        5.81E+06


 



     MG25(A,P)AL28                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        7.24E-48
  0.180        6.49E-43
  0.200        6.68E-39
  0.250        1.57E-31
  0.300        1.80E-26
  0.350        9.34E-23
  0.400        6.80E-20
  0.450        1.31E-17
  0.500        9.77E-16
  0.600        7.92E-13
  0.700        1.18E-10
  0.800        5.91E-09
  0.900        1.40E-07
  1.000        1.94E-06
  1.250        2.85E-04
  1.500        1.01E-02
  1.750        1.50E-01
  2.000        1.24E+00
  2.500        2.82E+01
  3.000        2.55E+02
  3.500        1.33E+03
  4.000        4.86E+03
  5.000        3.34E+04
  6.000        1.31E+05
  7.000        3.51E+05
  8.000        7.34E+05
  9.000        1.34E+06
 10.000        2.32E+06


 



     MG26(P,G)AL27                           
    t9       reaction rate
  0.004        1.60E-50
  0.005        2.95E-46
  0.006        5.31E-43
  0.007        2.11E-40
  0.008        2.99E-38
  0.009        3.16E-36
  0.010        9.27E-34
  0.011        1.80E-31
  0.012        1.51E-29
  0.013        6.39E-28
  0.014        1.57E-26
  0.015        2.50E-25
  0.016        2.80E-24
  0.018        1.54E-22
  0.020        3.76E-21
  0.025        1.12E-18
  0.030        5.03E-17
  0.040        1.75E-14
  0.050        1.94E-12
  0.060        5.28E-11
  0.070        6.17E-10
  0.080        4.56E-09
  0.090        2.54E-08
  0.100        1.12E-07
  0.110        4.08E-07
  0.120        1.31E-06
  0.130        4.09E-06
  0.140        1.34E-05
  0.150        4.61E-05
  0.160        1.55E-04
  0.180        1.37E-03
  0.200        8.45E-03
  0.250        2.31E-01
  0.300        2.08E+00
  0.350        9.80E+00
  0.400        3.09E+01
  0.450        7.44E+01
  0.500        1.49E+02
  0.600        4.15E+02
  0.700        8.51E+02
  0.800        1.45E+03
  0.900        2.18E+03
  1.000        3.02E+03
  1.250        5.46E+03
  1.500        8.19E+03
  1.750        1.11E+04
  2.000        1.41E+04
  2.500        2.01E+04
  3.000        2.60E+04
  3.500        3.17E+04
  4.000        3.69E+04
  5.000        4.55E+04
  6.000        5.15E+04
  7.000        5.52E+04
  8.000        5.72E+04
  9.000        5.82E+04
 10.000        5.86E+04


 



      MG26(P,N)AL26T                         
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        8.78E-46
  0.500        2.02E-40
  0.600        2.25E-32
  0.700        1.26E-26
  0.800        2.60E-22
  0.900        5.93E-19
  1.000        2.89E-16
  1.250        2.03E-11
  1.500        3.53E-08
  1.750        7.43E-06
  2.000        4.19E-04
  2.500        1.24E-01
  3.000        5.78E+00
  3.500        9.35E+01
  4.000        7.77E+02
  5.000        1.59E+04
  6.000        1.22E+05
  7.000        5.14E+05
  8.000        1.44E+06
  9.000        2.93E+06
 10.000        4.61E+06


 



     MG26(P,N)AL26M                          
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        1.21E-48
  0.500        5.53E-43
  0.600        1.72E-34
  0.700        1.99E-28
  0.800        7.01E-24
  0.900        2.40E-20
  1.000        1.61E-17
  1.250        1.95E-12
  1.500        4.72E-09
  1.750        1.22E-06
  2.000        7.86E-05
  2.500        2.63E-02
  3.000        1.25E+00
  3.500        1.96E+01
  4.000        1.53E+02
  5.000        2.69E+03
  6.000        1.79E+04
  7.000        6.90E+04
  8.000        1.88E+05
  9.000        4.08E+05
 10.000        7.56E+05


 



     MG26(P,N)AL26G                          
    t9       reaction rate
  0.001        0.00E+00
  0.002        0.00E+00
  0.003        0.00E+00
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        8.77E-46
  0.500        2.02E-40
  0.600        2.23E-32
  0.700        1.24E-26
  0.800        2.53E-22
  0.900        5.69E-19
  1.000        2.73E-16
  1.250        1.83E-11
  1.500        3.05E-08
  1.750        6.21E-06
  2.000        3.40E-04
  2.500        9.76E-02
  3.000        4.53E+00
  3.500        7.39E+01
  4.000        6.24E+02
  5.000        1.32E+04
  6.000        1.04E+05
  7.000        4.45E+05
  8.000        1.25E+06
  9.000        2.52E+06
 10.000        3.86E+06


 



     MG26(A,G)SI30                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        7.09E-49
  0.050        4.12E-44
  0.060        1.75E-40
  0.070        1.36E-37
  0.080        3.28E-35
  0.090        3.35E-33
  0.100        1.78E-31
  0.110        5.74E-30
  0.120        1.23E-28
  0.130        1.90E-27
  0.140        2.23E-26
  0.150        2.08E-25
  0.160        1.60E-24
  0.180        5.83E-23
  0.200        1.28E-21
  0.250        5.94E-19
  0.300        6.15E-17
  0.350        2.42E-15
  0.400        4.86E-14
  0.450        6.00E-13
  0.500        5.13E-12
  0.600        1.68E-10
  0.700        2.62E-09
  0.800        2.43E-08
  0.900        1.55E-07
  1.000        7.50E-07
  1.250        1.65E-05
  1.500        1.63E-04
  1.750        9.74E-04
  2.000        4.15E-03
  2.500        3.91E-02
  3.000        2.12E-01
  3.500        8.17E-01
  4.000        2.50E+00
  5.000        1.45E+01
  6.000        5.44E+01
  7.000        1.45E+02
  8.000        2.80E+02
  9.000        3.97E+02
 10.000        4.01E+02


 



     MG26(A,N)SI29                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        2.49E-47
  0.050        1.56E-42
  0.060        7.08E-39
  0.070        5.89E-36
  0.080        1.51E-33
  0.090        1.63E-31
  0.100        9.21E-30
  0.110        3.13E-28
  0.120        7.07E-27
  0.130        1.15E-25
  0.140        1.42E-24
  0.150        1.39E-23
  0.160        1.12E-22
  0.180        4.47E-21
  0.200        1.07E-19
  0.250        6.08E-17
  0.300        7.60E-15
  0.350        3.55E-13
  0.400        8.39E-12
  0.450        1.21E-10
  0.500        1.19E-09
  0.600        5.12E-08
  0.700        1.01E-06
  0.800        1.18E-05
  0.900        9.22E-05
  1.000        5.39E-04
  1.250        1.79E-02
  1.500        2.51E-01
  1.750        2.01E+00
  2.000        1.09E+01
  2.500        1.49E+02
  3.000        1.04E+03
  3.500        4.72E+03
  4.000        1.58E+04
  5.000        9.70E+04
  6.000        3.51E+05
  7.000        9.10E+05
  8.000        1.89E+06
  9.000        3.36E+06
 10.000        5.35E+06


 



     MG26(A,P)AL29                           
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        7.73E-43
  0.400        1.16E-36
  0.450        7.02E-32
  0.500        4.50E-28
  0.600        2.11E-22
  0.700        2.17E-18
  0.800        2.08E-15
  0.900        4.16E-13
  1.000        2.79E-11
  1.250        5.11E-08
  1.500        7.61E-06
  1.750        2.85E-04
  2.000        4.60E-03
  2.500        2.64E-01
  3.000        4.45E+00
  3.500        3.59E+01
  4.000        1.79E+02
  5.000        1.84E+03
  6.000        9.23E+03
  7.000        3.06E+04
  8.000        7.76E+04
  9.000        1.64E+05
 10.000        3.05E+05


 



      AL26T(G,P)MG25                         
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        4.07E-42
  0.700        4.31E-34
  0.800        4.67E-28
  0.900        2.38E-23
  1.000        1.42E-19
  1.250        9.48E-13
  1.500        3.61E-08
  1.750        7.10E-05
  2.000        2.17E-02
  2.500        7.04E+01
  3.000        1.64E+04
  3.500        8.44E+05
  4.000        1.67E+07
  5.000        1.15E+09
  6.000        2.01E+10
  7.000        1.59E+11
  8.000        7.53E+11
  9.000        2.52E+12
 10.000        6.58E+12


 



     AL26M(G,P)MG25                          
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        1.12E-50
  0.600        7.41E-40
  0.700        4.17E-32
  0.800        2.82E-26
  0.900        9.92E-22
  1.000        4.40E-18
  1.250        1.74E-11
  1.500        4.64E-07
  1.750        7.08E-04
  2.000        1.79E-01
  2.500        4.46E+02
  3.000        8.73E+04
  3.500        3.95E+06
  4.000        7.10E+07
  5.000        4.29E+09
  6.000        6.87E+10
  7.000        5.09E+11
  8.000        2.30E+12
  9.000        7.43E+12
 10.000        1.88E+13


 



     AL26G(G,P)MG25                          
    t9       reaction rate
  0.004        0.00E+00
  0.005        0.00E+00
  0.006        0.00E+00
  0.007        0.00E+00
  0.008        0.00E+00
  0.009        0.00E+00
  0.010        0.00E+00
  0.011        0.00E+00
  0.012        0.00E+00
  0.013        0.00E+00
  0.014        0.00E+00
  0.015        0.00E+00
  0.016        0.00E+00
  0.018        0.00E+00
  0.020        0.00E+00
  0.025        0.00E+00
  0.030        0.00E+00
  0.040        0.00E+00
  0.050        0.00E+00
  0.060        0.00E+00
  0.070        0.00E+00
  0.080        0.00E+00
  0.090        0.00E+00
  0.100        0.00E+00
  0.110        0.00E+00
  0.120        0.00E+00
  0.130        0.00E+00
  0.140        0.00E+00
  0.150        0.00E+00
  0.160        0.00E+00
  0.180        0.00E+00
  0.200        0.00E+00
  0.250        0.00E+00
  0.300        0.00E+00
  0.350        0.00E+00
  0.400        0.00E+00
  0.450        0.00E+00
  0.500        0.00E+00
  0.600        3.26E-42
  0.700        3.45E-34
  0.800        3.74E-28
  0.900        1.90E-23
  1.000        1.13E-19
  1.250        7.59E-13
  1.500        2.89E-08
  1.750        5.68E-05
  2.000        1.74E-02
  2.500        5.63E+01
  3.000        1.32E+04
  3.500        6.75E+05
  4.000        1.33E+07
  5.000        9.19E+08
  6.000        1.61E+10
  7.000        1.27E+11
  8.000        6.03E+11
  9.000        2.02E+12
 10.000        5.26E+12


 



     AL26T(N,P)MG26                          
    t9       reaction rate
  0.001        3.09E+07
  0.002        3.09E+07
  0.003        3.09E+07
  0.004        3.09E+07
  0.005        3.09E+07
  0.006        3.09E+07
  0.007        3.09E+07
  0.008        3.09E+07
  0.009        3.09E+07
  0.010        3.09E+07
  0.011        3.09E+07
  0.012        3.09E+07
  0.013        3.09E+07
  0.014        3.09E+07
  0.015        3.09E+07
  0.016        3.09E+07
  0.018        3.09E+07
  0.020        3.09E+07
  0.025        3.10E+07
  0.030        3.10E+07
  0.040        3.10E+07
  0.050        3.10E+07
  0.060        3.10E+07
  0.070        3.11E+07
  0.080        3.11E+07
  0.090        3.11E+07
  0.100        3.11E+07
  0.110        3.12E+07
  0.120        3.12E+07
  0.130        3.12E+07
  0.140        3.12E+07
  0.150        3.13E+07
  0.160        3.13E+07
  0.180        3.13E+07
  0.200        3.14E+07
  0.250        3.15E+07
  0.300        3.17E+07
  0.350        3.18E+07
  0.400        3.20E+07
  0.450        3.22E+07
  0.500        3.23E+07
  0.600        3.27E+07
  0.700        3.31E+07
  0.800        3.35E+07
  0.900        3.40E+07
  1.000        3.44E+07
  1.250        3.57E+07
  1.500        3.72E+07
  1.750        3.88E+07
  2.000        4.06E+07
  2.500        4.48E+07
  3.000        4.97E+07
  3.500        5.54E+07
  4.000        6.20E+07
  5.000        7.72E+07
  6.000        9.42E+07
  7.000        1.10E+08
  8.000        1.22E+08
  9.000        1.25E+08
 10.000        1.16E+08


 



      AL26M(N,P)MG26                         
    t9       reaction rate
  0.001        5.06E+07
  0.002        1.79E+07
  0.003        9.74E+06
  0.004        6.34E+06
  0.005        4.62E+06
  0.006        3.75E+06
  0.007        3.41E+06
  0.008        3.43E+06
  0.009        3.69E+06
  0.010        4.10E+06
  0.011        4.59E+06
  0.012        5.11E+06
  0.013        5.62E+06
  0.014        6.11E+06
  0.015        6.57E+06
  0.016        6.98E+06
  0.018        7.65E+06
  0.020        8.14E+06
  0.025        8.75E+06
  0.030        8.79E+06
  0.040        8.52E+06
  0.050        9.04E+06
  0.060        1.09E+07
  0.070        1.40E+07
  0.080        1.79E+07
  0.090        2.21E+07
  0.100        2.64E+07
  0.110        3.07E+07
  0.120        3.48E+07
  0.130        3.88E+07
  0.140        4.26E+07
  0.150        4.64E+07
  0.160        5.01E+07
  0.180        5.78E+07
  0.200        6.57E+07
  0.250        8.70E+07
  0.300        1.10E+08
  0.350        1.33E+08
  0.400        1.55E+08
  0.450        1.76E+08
  0.500        1.95E+08
  0.600        2.28E+08
  0.700        2.54E+08
  0.800        2.74E+08
  0.900        2.90E+08
  1.000        3.03E+08
  1.250        3.23E+08
  1.500        3.34E+08
  1.750        3.39E+08
  2.000        3.41E+08
  2.500        3.38E+08
  3.000        3.33E+08
  3.500        3.26E+08
  4.000        3.19E+08
  5.000        3.05E+08
  6.000        2.93E+08
  7.000        2.81E+08
  8.000        2.71E+08
  9.000        2.63E+08
 10.000        2.55E+08


 



     AL26G(N,P)MG26                          
    t9       reaction rate
  0.001        3.09E+07
  0.002        3.09E+07
  0.003        3.09E+07
  0.004        3.09E+07
  0.005        3.09E+07
  0.006        3.09E+07
  0.007        3.09E+07
  0.008        3.09E+07
  0.009        3.09E+07
  0.010        3.09E+07
  0.011        3.09E+07
  0.012        3.09E+07
  0.013        3.09E+07
  0.014        3.09E+07
  0.015        3.09E+07
  0.016        3.09E+07
  0.018        3.09E+07
  0.020        3.09E+07
  0.025        3.10E+07
  0.030        3.10E+07
  0.040        3.10E+07
  0.050        3.10E+07
  0.060        3.10E+07
  0.070        3.11E+07
  0.080        3.11E+07
  0.090        3.11E+07
  0.100        3.11E+07
  0.110        3.12E+07
  0.120        3.12E+07
  0.130        3.12E+07
  0.140        3.12E+07
  0.150        3.13E+07
  0.160        3.13E+07
  0.180        3.13E+07
  0.200        3.14E+07
  0.250        3.15E+07
  0.300        3.17E+07
  0.350        3.18E+07
  0.400        3.20E+07
  0.450        3.21E+07
  0.500        3.23E+07
  0.600        3.25E+07
  0.700        3.27E+07
  0.800        3.28E+07
  0.900        3.28E+07
  1.000        3.29E+07
  1.250        3.31E+07
  1.500        3.35E+07
  1.750        3.43E+07
  2.000        3.56E+07
  2.500        3.95E+07
  3.000        4.52E+07
  3.500        5.24E+07
  4.000        6.09E+07
  5.000        8.01E+07
  6.000        9.91E+07
  7.000        1.13E+08
  8.000        1.18E+08
  9.000        1.10E+08
 10.000        9.06E+07


 



      AL26T(N,A)NA23                         
    t9       reaction rate
  0.001        3.38E+06
  0.002        3.38E+06
  0.003        3.38E+06
  0.004        3.39E+06
  0.005        3.39E+06
  0.006        3.39E+06
  0.007        3.39E+06
  0.008        3.39E+06
  0.009        3.39E+06
  0.010        3.39E+06
  0.011        3.39E+06
  0.012        3.40E+06
  0.013        3.40E+06
  0.014        3.40E+06
  0.015        3.40E+06
  0.016        3.40E+06
  0.018        3.40E+06
  0.020        3.41E+06
  0.025        3.41E+06
  0.030        3.42E+06
  0.040        3.43E+06
  0.050        3.45E+06
  0.060        3.46E+06
  0.070        3.47E+06
  0.080        3.49E+06
  0.090        3.50E+06
  0.100        3.51E+06
  0.110        3.53E+06
  0.120        3.54E+06
  0.130        3.56E+06
  0.140        3.57E+06
  0.150        3.58E+06
  0.160        3.60E+06
  0.180        3.63E+06
  0.200        3.65E+06
  0.250        3.73E+06
  0.300        3.80E+06
  0.350        3.88E+06
  0.400        3.95E+06
  0.450        4.03E+06
  0.500        4.11E+06
  0.600        4.28E+06
  0.700        4.45E+06
  0.800        4.63E+06
  0.900        4.82E+06
  1.000        5.02E+06
  1.250        5.55E+06
  1.500        6.13E+06
  1.750        6.78E+06
  2.000        7.49E+06
  2.500        9.14E+06
  3.000        1.11E+07
  3.500        1.34E+07
  4.000        1.62E+07
  5.000        2.28E+07
  6.000        3.07E+07
  7.000        3.92E+07
  8.000        4.67E+07
  9.000        5.12E+07
 10.000        5.12E+07


 



     AL26M(N,A)NA23                          
    t9       reaction rate
  0.001        4.18E+06
  0.002        4.18E+06
  0.003        4.18E+06
  0.004        4.18E+06
  0.005        4.18E+06
  0.006        4.18E+06
  0.007        4.18E+06
  0.008        4.18E+06
  0.009        4.18E+06
  0.010        4.18E+06
  0.011        4.18E+06
  0.012        4.18E+06
  0.013        4.18E+06
  0.014        4.18E+06
  0.015        4.18E+06
  0.016        4.18E+06
  0.018        4.18E+06
  0.020        4.18E+06
  0.025        4.18E+06
  0.030        4.18E+06
  0.040        4.18E+06
  0.050        4.18E+06
  0.060        4.18E+06
  0.070        4.18E+06
  0.080        4.19E+06
  0.090        4.22E+06
  0.100        4.29E+06
  0.110        4.41E+06
  0.120        4.60E+06
  0.130        4.87E+06
  0.140        5.23E+06
  0.150        5.68E+06
  0.160        6.22E+06
  0.180        7.52E+06
  0.200        9.07E+06
  0.250        1.34E+07
  0.300        1.78E+07
  0.350        2.15E+07
  0.400        2.47E+07
  0.450        2.72E+07
  0.500        2.93E+07
  0.600        3.26E+07
  0.700        3.50E+07
  0.800        3.70E+07
  0.900        3.88E+07
  1.000        4.05E+07
  1.250        4.46E+07
  1.500        4.86E+07
  1.750        5.25E+07
  2.000        5.63E+07
  2.500        6.33E+07
  3.000        6.97E+07
  3.500        7.55E+07
  4.000        8.08E+07
  5.000        9.01E+07
  6.000        9.80E+07
  7.000        1.05E+08
